title,votes,num_answer,views,tags,accepted,q_time,ac_ans_time,ua,users
How do I discover memory usage of my application in Android?,831,10,338k,java android memory memory-management ,True,2010-02-19T17:12:35,2010-02-19T21:44:41,False,"['Andrea Baccega', 'hackbod', 'coocood', 'Ryan Beesley', 'Xavi Gil', 'Machado', 'yanchenko', 'Dmitry Shesterkin', 'Akash Patel', 'Iamat8', 'Amir Fo']"
How to get the current date/time in Java [duplicate],827,28,2.3m,java datetime ,True,2011-03-03T01:48:09,2011-03-03T02:13:55,False,"['user496949', 'Stephen C', 'Liebster Kamerad', 'duggu', 'Basil Bourque', 'Oleg Mikheev', 'Amir Afghani', 'blueberry0xff', 'user1719182', 'Greg Hewgill', 'Sudarshan', 'Rudy', 'JeffJak', 'amit pandya', 'u91', 'Starkey', 'Kalana Weerarathne', 'kelevra88', 'Michael Berry', 'David Fioretti', 'joe pelletier', 'Shinwar ismail', 'Du-Lacoste', 'PotterOleagaCR', 'Madhuka Dilhan', 'Majid Roustaei', 'Shashidhar Reddy', 'Blasanka', 'ThePartyTurtle']"
"""PKIX path building failed"" and ""unable to find valid certification path to requested target""",820,57,2.8m,java ssl-certificate httpurlconnection ,True,2014-01-12T15:04:45,2016-04-05T13:00:49,False,"['bofanda', 'MagGGG', 'Jeremy Goodell', 'Mike Mitterer', 'Ilya Serbis', 'gorums', 'Arvind Kumar Avinash', 'will824', 'Sneha Shejwal', 'M. F.', 'Reid', 'Barani r', 'Venkatesh', 'Vikash Kumar', 'Abhishek Galoda', 'Ankur jain', 'Aman Goel', 'alk453', 'Abdul Mohsin', 'Atihska', 'royfripple', 'degr', 'ROMANIA_engineer', 'jasonoriordan', 'ognjenkl', 'Ammad', 'GnanaJeyam', 'A W', 'Tohid Makari', 'Shadaksharayya H A', 'Micó Papp']"
How can I turn a List of Lists into a List in Java 8?,819,12,614k,java collections java-8 ,True,2014-08-05T19:48:00,2014-08-05T19:50:04,False,"['Sarah Szabo', 'Eran', 'rgettman', 'Saravana', 'Soudipta Dutta', 'Hearen', 'Kushwaha', 'Nikhil Nanivadekar', 'cody.tv.weber', 'Pratik Pawar', 'Yassin Hajaj', 'Shalini Gupta', 'nagendra babu']"
Java URL encoding of query string parameters,819,11,1.2m,java http url encoding urlencode ,True,2012-05-28T14:10:45,2012-05-28T14:15:36,False,"['user1277546', 'BalusC', 'M Abdul Sami', 'Emmanuel Touzery', 'jschnasse', 'Neets', 'Sashi', 'Pellet', 'Sharjeel Lasharie', 'Laurent', 'Xuelian Han']"
Removing whitespace from strings in Java,815,37,1.6m,java whitespace ,False,2011-03-28T07:22:01,No ac,False,"['zyamat', 'Gursel Koca', 'nitro2k01', 'Fletch', 'jahir', 'Erkan Haspulat', 'Varejones', 'v.nivuahc', 'kamczak', 'Jonas Elfström', 'Ayaskant', 'Vinod Ranga', 'avngr', 'Stian Standahl', 'user2357526', 'fatsoft', 'Mohammad Raza', 'Jemshit Iskenderov', 'JB Nizet', 'user27', 'jayesh', 'sendon1982', 'Tony Nguyen', 'Megawatt', 'Siva Sanjay Acchana', 'satish', 'Abdur Rahman', 'Rakesh Chaudhari', 'user9832813', 'Rajesh Gurbani', 'Deb']"
How to convert an Array to a Set in Java,812,19,752k,java collections arrays set ,True,2010-06-17T18:23:56,2010-06-17T18:27:37,False,"['user130076', 'SLaks', 'JavadocMD', 'ColinD', 'max', 'Alex', 'akhil_mittal', 'Petar Minchev', 'Kennard', 'Donald Raab', 'Pierre-Olivier Pignon', 'Ashley Frieze', 'Stypox', 'mnagni', 'Olexandra Dmytrenko', 'Oleksandr Pyrohov', 'Bruce Zu', 'Gibolt', 'Ben S', 'Satyendra Jaiswal']"
Differences between Oracle JDK and OpenJDK,811,13,645k,java difference ,True,2014-03-12T16:36:32,2016-07-31T16:11:41,False,"['user1340582', 'Venkateswara Rao', 'radai', 'The Gilbert Arenas Dagger', '45hook', 'mars', 'Naresh Joshi', 'Istiaque Hossain', 'Dalibor Topic', 'Gili', 'Greg Dubicki', 'logbasex', 'nettie', 'Cyberradar academy']"
Gradle build without tests,810,11,555k,java gradle ,True,2011-01-04T20:01:23,2011-01-17T14:12:30,False,"['Dave', 'c_maker', 'Emil Sit', 'Guisong He', 'David Resnick', 'Federico Piazza', 'Sahil Chhabra', 'Pehmolelu', 'Sergei Iakovlev', 'Suganthan Madhavan Pillai', 'Arnau Sistach Reinoso', 'Sarath Babu Polavarapu']"
Implements vs extends: When to use? What's the difference?,808,19,1.3m,java inheritance interface extends implements ,True,2012-05-31T18:25:47,2012-05-31T18:27:30,False,"['Saad Masood', 'tgoossens', 'CodeClown42', 'Ravindra babu', 'Priyantha', 'Oliver Charlesworth', 'Hari Menon', 'Ryan Efendy', 'Daniel', 'Guru', 'user207421', 'Kazekage Gaara', 'Shubham Arya', 'Irteza Asad', 'Nikhil Arora', 'Martin Komischke', 'Alekya', 'Yuresh Karunanayake', 'Jude Ukana', 'Kavinda Pushpitha']"
"Dealing with ""Xerces hell"" in Java/Maven?",808,11,156k,java maven classloader dependency-management xerces ,False,2012-07-26T20:32:59,No ac,False,"['Justin Garrick', 'Grzegorz Grzybek', 'jtahlborn', 'Travis Schneeberger', 'netmikey', 'Jens Schauder', 'Derek Bennett', 'Daniel', 'teknopaul', 'Ondra Žižka', 'thrau', 'Eduardo']"
What is a raw type and why shouldn't we use it?,806,16,339k,java generics raw-types ,False,2010-05-05T02:48:53,No ac,False,"['polygenelubricants', 'polygenelubricants', 'josefx', 'Adelin', 'Andy White', 'Bozho', 'Bert F', 'Vikrant Kashyap', 'Michael Borgwardt', 'GuyPaddock', 'Lars Andren', 'Ashish', 'pakore', 'Mike', 'Alex Blasco', 'user2442615', 'Stefan Reich']"
How to convert a byte array to a hex string in Java?,800,34,976k,java arrays hex ,True,2012-03-11T13:06:24,2012-03-24T20:32:14,False,"['Andre', 'maybeWeCouldStealAVan', 'chooban', 'PhoneixS', 'Pointer Null', 'Patrick', 'Stephan202', 'everconfusedGuy', 'Saljack', 'Usagi Miyamoto', 'Soumyaansh', 'Michael Bisbjerg', 'higginse', 'Marian', 'Manan Bakshi', 'Eng.Fouad', 'Ron McLeod', 'krishna T', 'Oleksandr Potomkin', 'java-addict301', 'Bamaco', 'Snox', 'Aaron Cooley', 'SajithP', 'Campa', 'Dmytro', 'Netherwire', 'fuweichin', 'Christoph S.', '田咖啡', 'kakopappa']"
How do I convert a Map to List in Java?,800,13,993k,java list dictionary collections ,True,2009-06-22T11:45:28,2009-06-22T11:48:42,False,"['Javaa', 'cletus', 'coobird', 'Matej Kormuth', 'java dude', 'Diego Amicabile', 'maneesh', 'user11', 'M0les', 'saurabhgoyal795', 'siva prasad', 'Hiral Pancholi', 'Hakan Anlamaz', 'Stefan Haberl']"
How do I save a String to a text file using Java?,797,24,1.4m,java file file-io text-files ,False,2009-06-27T19:37:28,No ac,False,"['Justin White', 'Jeremy Smyth', 'Jonathan Holloway', 'Daniil Shevelev', 'Jorn', 'Artem Barger', 'skaffman', 'Marcel', 'wolfsnipes', 'Spina', 'BullyWiiPlaza', 'Pavel_H', 'Anirban Chakrabarti', 'Ran Adler', 'Sean H. Worthington', 'Mostafa Rezaei', 'GoYun.Info', 'bhathiya-perera', 'Brad Parks', 'Jobin Mathew', 'John Doe', 'alb-i986', 'Supercoder', 'Abdel Wadoud', 'Mou']"
What is the volatile keyword useful for?,797,25,330k,java multithreading keyword volatile ,True,2008-09-20T00:41:02,2008-09-20T02:09:51,False,"['Richard', 'Greg Mattes', 'Premraj', 'Pyrolistical', 'Supun Wijerathne', 'Dave L.', 'Donatello Boccaforno', 'yoAlex5', 'ykaganovich', 'Aniket Thakur', 'Amin Soheyli', 'Rudi Adianto', 'fatih tekin', 'Abhishek Luthra', 'MB.', 'dgvid', 'tstuber', 'Mohan', 'sankar banerjee', 'Ravindra babu', 'Yilmaz', 'Neha Vari', 'Niyaz Ahamad', 'manikanta', 'Java Main']"
How to get the current time in YYYY-MM-DD HH:MI:Sec.Millisecond format in Java?,795,16,1.5m,java date ,True,2009-09-22T12:00:50,2009-09-22T12:05:42,False,"['Sunil Kumar Sahoo', 'JayJay', 'Joram', 'Michael Borgwardt', 'duggu', 'Basil Bourque', 'Usagi Miyamoto', 'prime', 'Fridjato Part Fridjat', 'ttb', 'Abhishek Sengupta', 'Arvind Kumar Avinash', 'Smart Coder', 'umamaheshwar thati', 'Mike', 'ejaenv', 'Android Dev']"
How to add local .jar file dependency to build.gradle file?,792,20,858k,java gradle dependency-management build.gradle gradle-eclipse ,True,2013-12-20T09:14:44,2013-12-20T09:21:49,True,"['letter Q', 'leeor', 'Jorge_B', 'Nightwolf', 'Misha', 'Daniel Mora', 'Jonathan E. Landrum', 'Big Rich', 'Topera', 'icyerasor', 'ZygoteInit', 'Mahozad', 'HankCa', 'pcsaunak', 'Jince Martin', 'ankit', 'Shandilya', 'leonheess', 'Akostha', 'Jaya', 'YannXplorer']"
IntelliJ: Never use wildcard imports,792,14,290k,java intellij-idea settings ,True,2010-07-27T23:36:33,2010-07-27T23:45:12,False,"['digiarnie', 'duffymo', 'Raphaël Colantonio', 'Matt Klein', 'Kanke', 'CoolMind', 'Amio.io', 'user84', 'Neeraj Jain', 'Solubris', 'Heungwoo', 'user2789973', 'Dyego Sutil', 'Alex Green', 'Sandro']"
Converting ISO 8601-compliant String to java.util.Date,791,31,838k,java date iso8601 ,True,2010-02-04T17:52:39,2010-02-04T18:51:52,False,"['Ice09', 'jarnbjo', 'Anthony', 'wrygiel', 'Adam', 'Basil Bourque', 'Anthony', 'david_p', 'd.danailov', 'James Scriven', 'Toby', 'tmandry', 'Khang .NT', 'mmdreza baqalpour', 'pavelety', 'Daniel Winterstein', 'Martin Rust', 'Abhay Kumar', 'Sergey Palyukh', 'Matt Accola', 'Arvind Kumar Avinash', 'Eesha', 'Stepan', 'raok1997', 'Ticherhaz FreePalestine', 'yinhaomin', 'ddtxra', 'gturri', 'ekip', 'VadzimV', 'Akh']"
What is the difference between @Inject and @Autowired in Spring Framework? Which one to use under what condition?,786,11,370k,java spring dependency-injection autowired inject ,True,2011-08-22T02:30:42,2011-08-22T07:08:15,False,"['Rachel', 'pap', 'nicholas.hauschild', 'amits', 'Lucky', 'Andre Steingress', 'tech.yenduri', 'user1134181', 'Keyur Vyas', 'Mike', 'Ziaullhaq Savanur', 'Kushani5j']"
"Why does array[idx++]+=""a"" increase idx once in Java 8 but twice in Java 9 and 10?",785,1,75k,java java-8 javac java-9 java-10 ,True,2018-06-04T15:16:14,2018-06-04T18:26:06,False,"['Olivier Grégoire', 'Jorn Vernee']"
How do I convert from int to String?,780,20,2.3m,java string type-conversion ,True,2010-11-05T11:11:21,2010-11-05T11:22:19,False,"['Denis Palnitsky', 'SimonJ', 'duffymo', 'darioo', 'user85421', 'Konrad Rudolph', 'Andreas Dolk', 'ksu', 'zneak', 'GreenMatt', 'Vihaan Verma', 'Shailej Shimpi', 'Niyuhire Justine', 'Jay', 'Shailej Shimpi', 'Hoque MD Zahidul', 'Peter Lawrey', 'David', 'das Keks', 'Karan Chunara', 'Bilal Haider']"
How to read all files in a folder from Java?,779,34,1.4m,java file io directory ,True,2009-12-04T03:39:37,2009-12-04T11:21:06,False,"['M.J.', 'rich', 'David Robles', 'Julian Pieles', 'Martin', 'xxxception', 'muthu krishna', 'Mark Spangler', 'Sanket Thakkar', 'micha', 'Adrien Hadj-Salah', 'sailakshmi Duggirala', 'andrej', 'Santosh Rathod', 'Mohammad', 'pdp', 'JamesC', 'GOXR3PLUS', 'Subhojit Das', 'Mukesh Jha', 'Salvador Valencia', 'moldovean', 'Collin', 'Aris Mist', 'Manas Ranjan Mahapatra', 'Vishal Vijayan', 'seunggabi', 'ChetanTwr', 'shree', 'Zar E Ahmer', 'Katta Nagarjuna']"
"How to update a value, given a key in a hashmap?",777,17,1.3m,java key hashmap ,True,2010-11-11T18:34:01,2010-11-11T18:39:31,False,"['laertis', 'Matthew Flaschen', 'Konstantin Milyutin', 'Christopher Bull', 'oracleruiz', 'BalusC', 'Punktum', 'Peter Lawrey', 'isuru', 'sudoBen', 'akhil_mittal', 'Sergey Dirin', 'aayush nigam', 'Kreedz Zhen', 'VanHoutte', 'user1048218', 'Rajesh', 'NARAYANAN.M']"
"What is a stack trace, and how can I use it to debug my application errors?",777,7,585k,java debugging stack-trace ,True,2010-10-21T14:52:24,2010-10-21T14:52:43,False,"['Rob Hruska', 'Rob Hruska', 'Dakkaron', 'Woot4Moo', 'Kevin', 'przemek hertel', 'Eugene S', 'rghome']"
Simple way to repeat a string,767,32,766k,java string ,True,2009-08-05T19:14:38,2018-03-02T08:31:01,True,"['Ethan Heilman', 'user102008', 'Caner', 'Nicolai Parlog', 'ChssPly76', 'Boann', 'I. J. Kennedy', 'Jack', 'Alexis C.', 'fortran', 'Pyrolistical', 'dfa', 'dfa', 'Bob', 'Maciej Schuttkowski', 'dfa', 'Simon', 'Panayotis', 'Kaplan', 'Martin Zeitler', 'WolfmanDragon', 'Daniel De León', 'falcon', 'Codler', 'user2591957', 'hyper-neutrino', 'John McClane', 'Imagist', 'alexmherrmann', 'niczm25', 'Syed Salman Hassan']"
How to append text to an existing file in Java?,767,31,1.2m,java file-io io text-files ,True,2009-10-26T14:43:50,2009-10-26T14:47:47,False,"['flyingfromchina', 'Kip', 'northpole', 'etech', 'ripper234', 'Steve Chambers', 'Emily L.', 'Tsolak Barseghyan', 'Lefteris Bab', 'Rahbee Alvee', 'xhudik', 'icasdri', 'dantuch', 'shakti kumar', 'Nadhir Titaouine', 'David Charles', 'Benjamin Varghese', 'aashima', 'mikeyreilly', 'akhil_mittal', 'SharkAlley', 'Netcfmx', 'abSiddique', 'Tom Drake', 'BullyWiiPlaza', 'Shalini Baranwal', 'lfvv', 'userAsh', 'Mihir Patel', 'Saikat', 'shriram']"
How to decompile DEX into Java source code?,767,17,646k,java android reverse-engineering decompiler dex ,True,2009-08-08T21:39:45,2010-11-14T13:02:54,False,"['Will', 'Zach Lipton', 'reflog', 'crifan', 'Alba Mendez', 'polym', 'ishandutta2007', 'phaethon', 'Kamal', 'gtiwari333', 'hcpl', 'gavenkoa', 'MPaulo', 'Andrew Rukin', 'Ajit Singh', 'Rishabh Maurya', 'Jeff Brateman']"
How to get the last value of an ArrayList,766,23,1.0m,java arraylist ,True,2009-03-26T22:38:57,2009-03-26T22:42:45,False,"['Jessy', 'Johannes Schaub - litb', 'Antony Stubbs', 'Henrik Paul', 'user11153', 'Ken Paul', 'Tregoreg', 'Luis Vieira Damiani', 'John Glassmyer', 'Gastón Saillén', 'Colin Breame', 'Craigo', 'BitfulByte', 'shravyaverma', 'pero_hero', 'Med Sep', 'MircoProgram', 'rokrfellr', 'dae', 'user4660857', 'closeab', 'Prasoon Mishra', 'Terran', 'Ollie']"
How do I invoke a Java method when given the method name as a string?,763,23,1.1m,java reflection invoke ,True,2008-10-02T05:15:43,2008-10-02T05:30:02,False,"['brasskazoo', 'Henrik Paul', 'Owen', 'k_rollo', 'Petr Macek', 'Tom Hawtin - tackline', 'VonC', 'Amir Fo', 'chickeninabiscuit', 'anujin', 'Christian Ullenboom', 'Marcel', 'zxcv', 'Sandeep Nalla', 'Prasad', 'Rahul Karankal', 'user8387971', 'nurnachman', 'dina', 'Andronicus', 'Gautam', 'chrizonline', 'FriskySaga', 'SMayne']"
What is the difference between == and equals() in Java?,763,26,782k,java identity equality object-comparison ,True,2011-09-22T19:36:43,2011-09-22T19:39:18,False,"['brainydexter', 'Hovercraft Full Of Eels', 'Jacques Colmenero', 'Almir Campos', 'govindpatel', 'Mohan', 'Andrew Carr', 'ayniam', 'Sarat Chandra', 'tintin', 'Tadele Ayelegn', 'fruchtose', 'huseyin', 'Ravi Patel', 'pathe.kiran', 'bfs', 'Sachin Jadhav', 'Dearwolves', 'Aamir M Meman', 'Elroch', 'Ciro Santilli OurBigBook.com', 'JamesOstmann', 'Steve White', 'Mike Clark', 'lmiguelvargasf', 'Ousama', 'Md. Samim hossain']"
How to filter a Java Collection (based on predicate)?,757,29,837k,java collections filter ,True,2008-09-23T16:26:26,2009-09-06T13:37:49,False,"['Kevin Wong', 'Mario Fusco', 'Alan', 'Kevin Wong', 'Vladimir Dyuzhev', 'Heath Borders', 'gavenkoa', 'Josh M', 'anon', 'jon', 'Nestor Hernandez Loli', 'ykaganovich', 'yanefedor', 'Donald Raab', 'akuhn', 'Kevin Wong', 'jdc0589', 'pramod_m', 'Kamran Ali Khan', 'Vincent Robert', 'npgall', 'hd84335', 'Lawrence', 'Andrew McKnight', 'Low Flying Pelican', 'vikingsteve', 'Fredrik Metcalf', 'Muhammad Hamed K', 'ZhekaKozlov', 'Kevin Lano']"
Easiest way to convert a List to a Set in Java,756,17,688k,java collections ,True,2009-09-15T22:02:35,2009-09-15T22:05:38,False,"['OHHAI', 'sepp2k', 'Spina', 'Vitalii Fedorenko', 'Ramesh Papaganti', 'JimB', 'Sandeep Bhardwaj', 'Abdul Alim Shakir', 'Jacob G.', 'Ashish', 'BERGUIGA Mohamed Amine', 'savanibharat', 'shabunc', 'Nirbhay Rana', 'akhil_mittal', 'Shenal Silva', 'Donald Raab', 'Vijay Pal Singh']"
Understanding checked vs unchecked exceptions in Java,756,21,342k,java exception runtimeexception checked-exceptions unchecked-exception ,True,2011-05-24T19:38:31,2011-05-24T19:49:42,False,"['Thang Pham', 'Bozho', 'Michael Borgwardt', 'd-live', 'Aleadam', 'dontocsata', 'bharanitharan', 'Omer', 'Jatinder Pal', 'Thomas', 'Tom Dibble', 'Dan Moldovan', 'JAVA', 'Blueriver', 'tokhi', 'rghome', 'Zoran Pandovski', 'Ozgen', 'mamboking', 'Varun Vashista', 'Slawomir', 'shawnhcorey']"
"IntelliJ inspection gives ""Cannot resolve symbol"" but still compiles code",753,63,752k,java maven intellij-idea intellij-inspections ,True,2011-05-06T01:24:08,2011-05-06T01:31:38,False,"['Kevin Sitze', 'CrazyCoder', 'rshahriar', 'cerisier', 'Tom', 'bbarker', 'Matthew Chen', 'Babken Vardanyan', 'Landon Kuhn', 'user3761555', 'Chirag Visavadiya', 'Tim', 'cb4', 'Josh', 'axiom', 'Hourglasser', 'Searene', 'Eric', 'Marco Lackovic', 'duffymo', 'ismailsunni', 'Sandeep', 'Ronald Teune', 'Arthur Wu', 'Shailendra Madda', 'mozboz', 'user3565334', 'Jasper Citi', 'nilesh', 'Deniz Husaj', 'Amit Nayak']"
Why is my Spring @Autowired field null?,752,21,698k,java spring null nullpointerexception autowired ,True,2013-11-11T00:05:03,2013-11-11T00:05:03,False,"['chrylis -cautiouslyoptimistic-', 'chrylis -cautiouslyoptimistic-', 'Shirish Coolkarni', 'Ravi Durairaj', 'smwikipedia', 'Deepak', 'bluish', 'Alireza Fattahi', 'JackLeEmmerdeur', 'Ashutosh Tiwari', 'Brent Bradburn', 'SAMUEL', 'Ondrej Bozek', 'msucil', 'Atul Jain', '62mkv', 'yglodt', 'Abhishek', 'Rishabh Agarwal', 'Arefe', 'Sean', 'Qin Kai']"
How can I convert List<Integer> to int[] in Java? [duplicate],751,16,745k,java arrays collections ,True,2009-06-06T20:20:18,2009-06-06T20:28:18,True,"['unknown', 'Pshemo', 'Jon Skeet', 'ColinD', 'Eddie', 'Pumphouse', 'Mike', 'Noor Nawaz', 'Mr. Polywhirl', 'THANN Phearum', 'Loduwijk', 'neesh', 'gerardw', 'dfa', 'Donald Raab', 'DennisTemper', 'NimChimpsky']"
How can I clear or empty a StringBuilder? [duplicate],740,9,687k,java stringbuilder ,True,2011-03-04T10:26:19,2011-03-04T10:29:04,False,"['Hans Olsson', 'Marcus Frödin', 'Jörn Horstmann', 'krtek', 'Javamann', 'Ahmed Hegazy', 'Tony Meng', 'Thomas', 'javadroid', 'DevByStarlight']"
Can I add jars to Maven 2 build classpath without installing them?,738,24,446k,java maven-2 ,False,2008-12-12T20:57:31,No ac,False,"['purple', 'Nikita Volkov', 'Pyrolistical', 'Dmytro Boichenko', 'Ed Brannin', 'Archimedes Trajano', 'Praneel PIDIKITI', 'Brian Fox', 'toad', 'Jesse Glick', 'samxiao', 'realgt', 'Simeon Angelov', 'Martín Schonaker', 'Alex Lehmann', 'lmiguelmh', 'atr', 'Balint Pato', 'Cephalopod', 'Donovan', 'Paul', 'javamonkey79', 'Łukasz Klich', 'boumbh', 'Oleksii Kyslytsyn']"
Using context in a fragment,736,31,632k,java android android-fragments android-context ,True,2011-11-21T16:46:29,2011-11-21T16:52:32,False,"['tyczj', 'user658042', 'iambox', 'Amer Elhabbash', 'Ankur Chaudhary', 'All Іѕ Vаиітy', 'AskNilesh', 'JoséAntonio Campillo', 'taran mahal', 'luizfls', 'codercat', 'Jorgesys', 'Naveen', 'Rishabh Sharma', 'Androbin', 'Kishan Solanki', 'Abduhafiz', 'qazimusab', 'lomza', 'Jorge', 'Mostafa Onaizan', 'user5610809', 'Saubhagya Ranjan Das', '蔡健烽', 'Mohsinali', 'S. B.', 'aswinbhim nath', 'Ghazaleh Javaheri', 'Kinggeov', 'Shihab Uddin', 'Ehsan Pagheh']"
Why is Java Vector (and Stack) class considered obsolete or deprecated?,736,5,241k,java vector stack deprecated obsolete ,True,2009-09-06T18:04:09,2009-09-06T18:07:44,False,"['fjsj', 'Jon Skeet', 'Justin', 'Yishai', 'Brian Henk', '200_success']"
Convert list to array in Java [duplicate],729,11,1.2m,java arrays list arraylist ,True,2012-03-05T19:37:28,2012-03-05T19:39:39,False,"['colymore', 'Eng.Fouad', 'Vitalii Fedorenko', 'Fer', 'pandre', 'Armed10', 'John S.', 'Hans', 'MUSTKEEM MANSURI', 'Learning Programming', 'Manny Vellon', 'Sheetal Patel']"
Ignoring new fields on JSON objects using Jackson [duplicate],728,12,673k,java json jackson ,True,2011-03-28T05:26:16,2011-03-28T06:52:26,False,"['Hadi Eskandari', 'Hadi Eskandari', 'StaxMan', 'Yves M.', 'Amit Kaneria', 'Parul', 'user5636084', 'Alboz', 'Rushi Shah', 'mekdev', 'Thoomas', 'inOut', 'Prasanna']"
Can an abstract class have a constructor?,725,22,775k,java constructor abstract-class ,True,2008-11-04T02:46:21,2008-11-04T03:19:37,False,"['Szere Dyeri', 'Michael Rutherfurd', 'jfpoilpret', 'Lawrence Dol', 'Aniket Thakur', 'MattC', 'Harshil', 'Alok', 'Jacob', 'Raj Baral', 'Ketan G', 'jaideep', 'supercat', 'akhil_mittal', 'chamzz.dot', 'Shubhamhackz', 'S.Lott', 'Kedar Parikh', 'Arun Raaj', 'Anilkumar K S', 'karto', 'sachit', 'Sandeep']"
How do I compare strings in Java?,723,23,4.5m,java string equality ,True,2009-02-04T23:17:07,2009-02-04T23:19:49,False,[]
Difference between <context:annotation-config> and <context:component-scan>,721,15,352k,java spring configuration annotations spring-3 ,False,2011-09-14T10:28:33,No ac,False,"['user938214097', 'user159088', 'Tomasz Nurkiewicz', 'user2673474', 'Sean Patrick Floyd', 'Premraj', 'Sparticles', 'Manuel Jordan', 'Sachin Sharma', 'Lovababu Padala', 'Abdullah Khan', 'Pulipati Prasadarao', 'Abhishek Gaur', 'Sajal Chakraborty', 'coffeenjava', 'Eugene']"
No compiler is provided in this environment. Perhaps you are running on a JRE rather than a JDK?,720,38,1.5m,java eclipse maven java-7 m2eclipse ,True,2013-10-29T10:11:50,2014-01-22T09:34:38,False,"['Sai prateek', 'jaipster', 'msangel', 'Thai Tran', 'ksnortum', 'Eduardo Dennis', 'jlars62', 'GauRang Omar', 'ankit', 'Sir Hackalot', 'brunoais', 'Dhaval Simaria', 'Mahder', 'Krishna Rajagopalan', 'manntsheth', 'Navdeep Ghotra', 'Nafeez Quraishi', 'Florin D', 'Sam', 'Vero J', 'Emile Maras', 'Kunal Khaire', 'JustNatural', 'Raja', 'Sapna', 'Wagh', 'Lrodriguez84', 'Ishan Ojha', 'charo', 'Aditya Jain']"
Difference between @Mock and @InjectMocks,718,13,537k,java unit-testing mocking mockito ,False,2013-05-09T17:33:30,No ac,False,"['user2249972', 'Tom Verelst', 'aldok', 'user2989087', 'Mik378', 'sana', 'serup', 'Angelin Nadar', 'tintin', 'dev_2014', 'Lahiru Wijesekara', 'Frank Jose', 'avp', 'user7294900']"
Set ImageView width and height programmatically?,716,15,621k,java android android-emulator android-widget ,True,2010-06-29T21:36:28,2011-03-10T09:45:10,False,"['praveenb', 'Hakem Zaied', 'InvulgoSoft', 'duggu', 'Hiren Patel', 'Omar', 'tienanhcntt2', 'Zubair Akber', 'Ali Kahoot', 'Vikas', 'Alireza pahlavani', 'BharathRao', 'William Hu', 'Rohit Mandiwal', 'raj kavadia', 'MEGHA DOBARIYA']"
How can I upload files to a server using JSP/Servlet?,716,14,644k,java jsp jakarta-ee servlets file-upload ,True,2010-03-11T04:07:32,2010-03-11T12:27:05,False,"['Thang Pham', 'BalusC', 'Amila', 'joseluisbz', 'Pranav', 'Nagappa L M', 'Shivangi Gupta', 'Geoffrey Malafsky', 'dessalines', 'Lakindu Hewawasam', 'access_granted', 'Mahender Reddy Yasa', 'Mitul Maheshwari', 'Himanshu Patel', 'rohan kamat']"
